bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,available_copies,publication_date,publisher,subject
10736,The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting,Robert Benedetti,3.65,205479804,9.78021E+12,eng,160,5,1,10/01/05,Allyn & Bacon,{}
10737,Forbidden Love (Sweet Valley High #34),Francine Pascal/Kate William,3.32,553275216,9.78055E+12,eng,138,5,0,01/01/87,Bantam Books,{}
10738,Méli-mélo,Jill Mansell,3.71,2290327506,9.78229E+12,fre,381,5,0,10/31/2002,J'ai Lu,
10416,Nathaniel Hawthorne's The Scarlet Letter,Nathaniel Hawthorne/Karin Jacobson,3.4,764587242,9.78076E+12,eng,240,10,0,4/29/2001,Cliffs Notes,"{''Literary'',''Vengeance'',''Clergé'',''Novela'',''Manga'',''Fiction'',''Fiction'',''Revenge'',''History'',''Classics'',''Ehebruch'',''Immigrantes'',''Examinations'',''Illegitimacy''}"
10740,Dornen des Glücks (Das Erbe von Foxworth Hall  #3),V.C. Andrews/Michael Görden,3.77,3442552966,9.78344E+12,ger,412,5,0,09/01/02,Goldmann,"{''fiction'',''Abuelas'',''Incesto'',''Horror'',''Teenagers'',''series''}"
10741,Lincoln,Gore Vidal,4.21,8448306996,9.78845E+12,spa,354,5,0,7/30/2006,Acento Editorial,{'Fiction'}
10742,The Silver Pigs,Lindsey Davis/Mary Cutler/Anton Lesser/Fritha Goodey,3.94,056352569X,9.78056E+12,eng,2,5,0,02/07/05,BBC Audiobooks,
10743,Architecture and Tourism: Perception  Performance and Place,D. Medina Lasansky,3.2,1859737099,9.78186E+12,eng,320,5,1,09/04/04,Bloomsbury Academic,{}
10744,Such a Good Girl and Other Crime Stories,Ed Gorman/Richard Laymon,3.6,786229985,9.78079E+12,eng,256,5,1,01/07/01,Five Star (ME),{}
10745,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83,812234561,9.78081E+12,eng,336,4,0,1/29/1998,University of Pennsylvania Press,{'Drama'}
10746,Cliffs Notes on Hemingway's The Old Man and the Sea,Jeanne Sallade Criswell/Gary Carey,2.83,764586602,9.78076E+12,en-US,80,4,0,12/05/00,Cliffs Notes,{}
10747,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5,439271711,9.78044E+12,eng,32,4,1,01/01/02,Teaching Resources,{}
10748,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4,878054901,9.78088E+12,eng,184,4,0,03/01/91,University Press of Mississippi,{'Interviews'}
10749,The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.5,1903582415,9.7819E+12,eng,212,4,0,4/28/2003,Merlin Publishing,{}
10417,CliffsNotes on Faulkner's As I Lay Dying (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,3.73,822002108,9.78082E+12,eng,72,10,3,3/13/1964,Cliffs Notes,{'Nonfiction'}
10420,Inattentional Blindness,Arien Mack/Irvin Rock,4.2,262632039,9.78026E+12,en-US,287,10,3,7/24/2000,Bradford Book,"{''Bewustzijn'',''Arousal'',''PSYCHOLOGY'',''Aandacht'',''Psychophysiology''}"
10752,Love You Until--,Lisa McCourt/Cyd Moore,4.5,809166585,9.78081E+12,eng,32,4,0,12/03/05,Paulist Press,{'Love'}
10753,Baby's Alphabet,Jean Marzollo/Nancy Sheehan,3.75,761316434,9.78076E+12,eng,32,4,0,08/01/02,Roaring Brook Press,"{''Babies'',''Alphabet''}"
10754,Gulliver's Travels,Jonathan Swift/David Case,3.57,1400102723,9.7814E+12,eng,0,4,1,10/01/06,Tantor Media,
10755,The Wind Thief,Judi Barrett/Diane Dawson Hearn,3.8,689305648,9.78069E+12,eng,32,4,1,01/01/77,Atheneum Books,{'Fiction'}
10421,I'm Telling You Stories: Jeanette Winterson and the Politics of Reading (Postmodern Studies 25),Helena Grice/Tim Woods,3.7,9042003405,9.78904E+12,eng,136,10,2,01/01/98,Brill/Rodopi,
10758,Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3.6,3804417833,9.7838E+12,ger,104,4,0,05/11/02,C. Bange,
10759,Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West,Carlos A. Schwantes,4,295976918,9.7803E+12,eng,408,4,0,09/01/99,University of Washington Press,{}
10761,Education as My Agenda: Gertrude Williams  Race & the Baltimore Public Schools,Jo Ann Ooiman Robinson,4.25,031229543X,9.78031E+12,eng,336,4,1,10/14/2005,Palgrave Macmillan,"{''Biography'',''Sources''}"
10762,Jojo's Bizarre Adventure  Tome 14: Le Navire désert et le Singe (Stardust Crusaders  #2),Hirohiko Araki/Hirohiko Araki,4.41,2290328057,9.78229E+12,fre,189,4,2,2/25/2003,J'ai lu,
10763,Jojo's Bizarre Adventure  Tome 13: Le Maléfice de Dio (Stardust Crusaders  #1),Hirohiko Araki/Hirohiko Araki,4.31,2290328022,9.78229E+12,fre,191,4,3,1/28/2003,J'ai lu,
10764,Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),Hirohiko Araki/Hirohiko Araki,4.44,2290328227,9.78229E+12,fre,202,4,2,3/25/2003,J'ai Lu,
10427,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,3.09,764544578,9.78076E+12,eng,72,10,2,12/12/03,Cliffs Notes,"{''Nonfiction'',''Nonfiction''}"
10766,A Reading Guide to Island of the Blue Dolphins,Patricia McHugh,3.89,439463696,9.78044E+12,eng,64,4,0,07/01/03,Scholastic Reference,{'Literature'}
10429,The Enemy (Jack Reacher  #8),Lee Child,4.16,1423319613,9.78142E+12,en-US,6,10,3,4/28/2007,Brilliance Audio,"{''Generals'',''Americans''}"
10768,El matrimonio amateur,Anne Tyler/Gemma Rovira,3.62,8466307605,9.78847E+12,spa,459,4,1,11/01/06,Punto de Lectura,"{''Novela'',''Fiction''}"
10769,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,1419120026,9.78142E+12,eng,64,4,0,6/17/2004,Kessinger Publishing,"{''Meetkunde'',''Utopias'',''Specimens'',''Utopias''}"
10431,Tornado!,Hilary H. Milton,3.6,531045420,9.78053E+12,eng,147,10,3,01/01/83,Franklin Watts,"{''Floods'',''Tornadoes'',''Fiction''}"
10771,Bulgakov's the Master and Margarita: The Text as a Cipher,Elena N. Mahlow,5,533017424,9.78053E+12,eng,202,4,0,01/01/75,Vantage Press,
10433,Le Chef-D'Œuvre Inconnu,Honoré de Balzac,3.87,2868050131,9.78287E+12,fre,49,10,0,1/19/1998,Findakly,
10773,Complete Guide to OneNote,W. Frederick Zimmerman/Chris Pratley,4.25,1590592166,9.78159E+12,eng,412,4,0,11/17/2003,Apress,{}
10774,Gerontius,James Hamilton-Paterson,3.74,1862074933,9.78186E+12,eng,272,4,2,4/17/2002,Not Avail,{'Composers'}
10775,The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,Don Macmillan/Wayne G. Broehl Jr.,4.75,076032963X,9.78076E+12,eng,256,4,0,5/15/2007,Voyageur Press,{}
10441,The Whole World Is Watching: Mass Media in the Making & Unmaking of the New Left,Todd Gitlin,3.73,520040244,9.78052E+12,eng,344,10,1,10/15/1981,University of California Press,{'Étudiants'}
10777,Sarah Bernhardt,Elizabeth Silverthorne/Betty McCollum,4.25,791074587,9.78079E+12,eng,136,4,0,01/01/04,Chelsea House Publishers,{'Actors'}
10445,How Do You Lose Those Ninth-grade Blues?,Barthe DeClements,3.74,140363335,9.78014E+12,eng,144,10,1,04/01/93,Puffin,{'Fiction'}
10779,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1590864093,9.78159E+12,eng,14,4,0,05/11/04,Brilliance Audio,"{''Thriller'',''Americans'',''Fiction''}"
10456,In Web Design for Libraries,Charles P. Rubenstein,2.67,1591583667,9.78159E+12,eng,196,9,2,12/01/06,Libraries Unlimited,
10781,Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal/Jamie Suzanne,3.47,553175262,9.78055E+12,eng,104,4,1,9/23/1988,Bantam Books,"{''Schools'',''Schools''}"
10782,Field Guide to Home Buying in America,Mark LeVine/Michael Pollan/Stephen M. Pollan,2.5,671639617,9.78067E+12,eng,256,4,1,5/15/1988,Touchstone,{}
10460,The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone,3.22,1412040558,9.78141E+12,en-US,615,9,0,10/06/04,Trafford Publishing,
10784,Rob Roy,Walter Scott,3.7,543899403,9.78054E+12,eng,537,4,0,11/16/2000,Adamant Media Corporation,"{''History'',''FICTION'',''Fiction'',''Fiction'',''Fiction''}"
10461,Hamlet,William Shakespeare,4.02,1411400429,9.78141E+12,eng,352,9,2,07/03/03,SparkNotes,"{''Adaptations'',''Texts'',''Edition'',''regicides'',''Regicide'',''Fathers'',''Venganza'',''Familia'',''Padres'',''Literature'',''Death'',''Theatre'',''Theater'',''Specimens''}"
10786,Manhunt Official Strategy Guide,Tim Bogenn,4,744003229,7.52073E+11,eng,175,4,0,11/25/2003,Bradygames,
10464,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,3.9,766144739,9.78077E+12,eng,184,9,0,04/07/03,Kessinger Publishing,
10788,East and West: The Making of a Rift in the Church from Apostolic Times until the Council of Florence (History of the Christian Church),Henry Chadwick,3.88,199280169,9.7802E+12,en-US,316,4,1,05/12/05,OUP Oxford,"{''Schism'',''Schism''}"
10471,Physics: for Scientists and Engineers with Modern Physics,Paul M. Fishbane/Stephen Gasiorowicz/Stephen T. Thornton,3.78,130352993,9.78013E+12,eng,1440,9,1,06/09/04,Benjamin-Cummings Publishing Company,{}
10790,Selected Writings,Augustine of Hippo/Emilie Griffin/Mary T. Clark/Francine du Plessix Gray,4.29,60754664,9.78006E+12,eng,160,4,0,5/30/2006,HarperCollins (SanFrancisco),
10791,Charlie Wilson's War: The Extraordinary Story of the Largest Cover Operation in History,George Crile,4.01,613998057,9.78061E+12,eng,550,4,0,4/22/2004,Turtleback Books,"{''History'',''Conspiracies''}"
10474,Cliffs Notes on Voltaire's Candide,James K. Lowers/CliffsNotes/Voltaire,3.4,822002833,9.78082E+12,eng,80,9,3,3/29/1965,Cliffs Notes,{'Nonfiction'}
10793,The Rapture: Who Will Face the Tribulation,Tim LaHaye,3.5,736909524,9.78074E+12,eng,256,4,1,03/01/02,Harvest House Publishers,{'Fiction'}
10794,William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,3.96,023112189X,9.78023E+12,en-US,192,4,0,12/27/2000,Columbia University Press,
10795,Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,2.75,130422533,9.78013E+12,eng,360,4,1,10/18/2004,Pearson,"{''Research'',''Philosophy'',''Research''}"
10476,Der Prophet,Kahlil Gibran,4.23,3530268038,9.78353E+12,ger,95,9,0,09/01/01,Benziger,
10490,Logic and Philosophy: A Modern Introduction,Alan Hausman/Paul Tidman,3.78,495128449,9.7805E+12,eng,525,9,0,06/01/06,Cengage Learning,{'Logic'}
10798,Persuasive Communication,James B. Stiff/Paul A. Mongeau,3.31,1572307021,9.78157E+12,en-US,351,4,0,10/18/2002,The Guilford Press,{'General'}
10799,Physics of Fully Ionized Gases,Lyman S. Spitzer Jr.,4.25,486449823,9.78049E+12,eng,192,4,1,07/07/06,Dover Publications,{}
10800,A Matter Of Trust,Deb Stover,3.31,821764608,9.78082E+12,eng,256,4,0,01/01/00,Kensington,
10495,How to Seduce Your Dream Man,Anna Maxted,3.89,722539010,9.78072E+12,eng,224,9,2,05/02/00,HarperCollins Publishers Ltd,"{''Seduction'',''Seduction''}"
10803,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),SparkNotes/Ken Kesey,4.13,1586633791,9.78159E+12,eng,72,4,0,7/15/2002,SparkNotes,{'Reference'}
10500,Let's Go Australia on a Budget,Let's Go Inc.,3.93,031236086X,9.78031E+12,en-US,784,9,2,11/28/2006,Let's Go Publications,
10503,Guide to Stress Reduction,L. John Mason,4.22,1587610914,9.78159E+12,eng,326,9,1,5/22/2001,Celestial Arts,{'Relaxation'}
10505,Almond Cookies & Dragon Well Tea,Cynthia Chin-Lee/Youshan Tang,3.89,1879965038,9.78188E+12,eng,37,9,0,05/01/93,Polychrome Publishing Corporation,{}
10807,Walking With the Great Apes: Jane Goodall  Dian Fossey  Birute Galdikas,Sy Montgomery,4.18,395515971,9.7804E+12,eng,280,4,1,3/18/1991,Houghton Mifflin,{}
10507,Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,3.44,700614524,9.7807E+12,eng,161,9,1,4/20/2006,University Press of Kansas,{}
10809,Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),Peter Doggett,4,1844494241,9.78184E+12,eng,96,4,1,12/01/04,Omnibus Press,{}
10514,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,451621603,9.78045E+12,eng,390,8,1,09/01/58,Signet Books (NY),{}
10811,Amanda's Story (The Girls of Lighthouse Lane #4),Thomas Kinkade/Erika Tamar,4.04,60543523,9.78006E+12,eng,208,4,0,3/14/2006,HarperCollins,"{''Courtship'',''Courtship''}"
10812,Une oeuvre déchirante d'un génie renversant,Dave Eggers/Michelle Herpe-Volinsky,3.68,2290328243,9.78229E+12,fre,536,4,0,04/10/03,J'ai lu,"{''Family'',''Bildungsromane''}"
10813,Gunslinger and Nine Other Action-Packed Stories of the Wild West,Ed Gorman/Bill Pronzini,4.25,1569800367,9.78157E+12,eng,131,4,1,03/01/95,Barricade Books,{'Fiction'}
10517,On Authorship,F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman,3.75,1570031460,9.78157E+12,eng,203,8,1,09/01/96,University of South Carolina Press,"{''Theory'',''Theory'',''Authorship'',''History'',''Authorship'',''Books''}"
10815,Doisneau,Peter Hamilton/Robert Doisneau/David    Elliott,4.36,1900826240,9.7819E+12,eng,128,4,0,07/01/00,Cartago,"{''Biography'',''Biography''}"
10816,The Birds (Methuen Drama),Sean O'Brien,2.67,413772780,9.78041E+12,en-GB,96,3,1,7/22/2002,Bloomsbury Methuen Drama,"{''Grieks'',''Illustraties''}"
10817,The Frogs,Aristophanes/B.B. Rogers,3.8,1420926713,9.78142E+12,en-US,88,3,1,01/01/05,Digireads.com,"{''Rice'',''Dramatists'',''History'',''Playwriting'',''History''}"
10818,Myths of the Underworld Journey: Plato  Aristophanes  and the Orphic Gold Tablets,Radcliffe G. Edmonds III,3.75,521834341,9.78052E+12,eng,276,3,0,11/18/2004,Cambridge University Press,{}
10819,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C./Xavier de C./Joseph Rowe,4.67,1556434952,9.78156E+12,eng,144,3,0,05/04/04,North Atlantic Books,{}
10820,The Tragedy of Pudd'nhead Wilson,Mark Twain/Michael Prichard,3.79,140015068X,9.7814E+12,eng,0,3,0,01/01/03,Tantor Media,{}
10821,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,373028601,9.78037E+12,eng,187,3,1,7/24/1987,Harlequin Romance,
10822,La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,3.95,9580493510,9.78958E+12,spa,324,3,0,12/01/06,Norma,
10823,Cliffs notes on Warren's All the King's Men,L. David Allen,3.45,822001462,9.78082E+12,eng,80,3,1,1/13/1964,Cliffs Notes,{}
10824,All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,4,820320978,9.78082E+12,eng,264,3,0,07/04/00,University of Georgia Press,{}
10825,Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,3.22,312315325,9.78031E+12,eng,272,3,0,10/05/04,St. Martin's Minotaur,"{''Americans'',''Fiction''}"
10518,Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,3.88,1888472421,9.78189E+12,eng,64,8,1,11/07/06,Gemstone Publishing,{'Money'}
10827,Key Topics in Conservation Biology,David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,3.33,1405122498,9.78141E+12,en-GB,307,3,0,01/01/06,Wiley-Blackwell,{}
10828,Sky's Pride and Joy (Bachelor Gulch #8),Sandra Steffen,3.33,373194862,9.78037E+12,eng,192,3,0,11/24/2000,Silhouette Romance,{}
10829,Berlioz: Servitude and Greatness  1832-1869 (Volume 2),David Cairns,4.27,520240588,9.78052E+12,en-US,907,3,0,10/01/03,University of California Press,{}
10830,Cliffsnotes on Beckett's Waiting for Godot and Other Plays,James Lamar Roberts/Jeffrey Fisher,3.67,822013541,9.78082E+12,eng,72,3,0,7/28/1980,Cliffs Notes,"{''Nonfiction'',''Nonfiction''}"
10831,Gary Grizzle,Roger Hargreaves/Gray Jolliffe,4.33,679801251,9.78068E+12,eng,32,3,0,10/14/1989,Random House for Young Readers,
10519,Holiday Romance and Other Writings for Children,Charles Dickens,3.32,460876015,9.78046E+12,eng,368,8,3,05/01/95,Everyman Paperback Classics,{'History'}
10833,Ahora sabréis lo que es correr,Dave Eggers/María Victoria Alonso Blanco,3.63,8439710097,9.78844E+12,spa,400,3,1,3/31/2004,Mondadori,"{''Americans'',''Pena'',''Philanthropes'',''Ficción'',''Bereavement'',''Estadounidenses''}"
10834,Ein Platz für Hot Dogs: Another Roadside Attraction,Tom Robbins/Pociao/Roberto de Hollanda,3.98,3499154293,9.7835E+12,ger,376,3,0,06/01/97,Rowohlt Verlag,{}
10835,Living on the Ragged Edge: Finding Joy in a World Gone Mad: Workbook,Charles R. Swindoll,4.2,1418503460,9.78142E+12,en-US,268,3,0,04/06/05,Nelson Reference & Electronic Publishing,{}
10525,Planet of the Apes  Volume 1: Old Gods,Ian Edginton,2.62,1569716684,9.78157E+12,eng,80,8,2,03/05/02,Dark Horse Comics,{}
10837,Endymion: Pforten der Zeit,Dan Simmons,4.17,3442353920,9.78344E+12,ger,672,3,0,02/01/01,Blanvalet Taschenbuch,{}
10838,Herman Melville: A Biography,Hershel Parker,4.22,801881854,9.7808E+12,eng,928,3,0,8/15/2005,Johns Hopkins University Press,"{''Biography'',''Biography''}"
10839,The Coming of Godot: A Short History of a Masterpiece,Jonathan Croall/Peter Hall,4,1840025956,9.78184E+12,en-GB,128,3,0,04/01/06,Oberon Books,{}
10840,Mon épouse américaine,Ruth Ozeki/Florence Mortimer,3.96,2266104462,9.78227E+12,fre,445,3,0,4/19/2001,Pocket,
10841,Mark Rothko  1903 1970,Diane Waldman,4.04,500282757,9.7805E+12,eng,296,3,0,5/14/2001,Thames & Hudson Ltd,
10842,Jojo's Bizarre Adventure  Tome 19: La Lampe Magique (Stardust Crusaders  #7),Hirohiko Araki/Hirohiko Araki,4.42,2290329452,9.78229E+12,fre,200,3,1,7/15/2003,J'ai Lu,
10843,Jojo's Bizarre Adventure  Tome 16: L'Expérience du combat ! (Stardust Crusaders  #4),Hirohiko Araki/Hirohiko Araki,4.45,2290328294,9.78229E+12,fre,207,3,1,4/29/2003,J'ai lu,
10844,Amelia Bedelia and the Baby (Amelia Bedelia),Peggy Parish/Lynn Sweat,4.17,606300945,9.78061E+12,eng,64,3,0,03/01/04,Turtleback Books Distributed by Demco Media,"{''Jewelry'',''History'',''Babysitters''}"
10845,A Dubious Codicil,Michael Wharton,3.25,701130644,9.7807E+12,eng,224,3,0,3/15/1991,Random House UK Distribution,{}
5215,From Socrates to Sartre: The Philosophic Quest,T.Z. Lavine,3.94,553251619,9.78055E+12,eng,426,932,70,01/01/85,Bantam,
10847,Post Captain (Aubrey/Maturin Book 2),Patrick O'Brian,4.29,039700804X,9.7804E+12,eng,413,3,0,12/01/72,Lippincott Williams & Wilkins,{'Fiction'}
10848,Down the Yellow Brick Road:The Making of The Wizard of Oz,Doug McClelland/Ted Sennett,3.92,515040967,9.78052E+12,eng,159,3,2,05/01/76,Pyramid Books,
10849,Madame Bovary,Gustave Flaubert/Donada  Peters,3.67,1400132746,9.7814E+12,eng,0,3,0,10/01/06,Tantor Media,"{''Illustraties'',''Women'',''Frans'',''General'',''Literary'',''Criticism'',''Commerce'',''Women'',''General'',''Fiction'',''Commerce'',''Médecins''}"
10850,The Goon Show  Volume 4: My Knees Have Fallen Off!,NOT A BOOK,5,563388692,9.78056E+12,eng,2,3,0,04/01/96,BBC Physical Audio,{'Humour'}
10851,Expository Writing: Mini-Lessons * Strategies * Activities,Tara McCarthy/Drew Hires/Jaime Lucero/Vincent Ceci,4.33,590103873,9.78059E+12,eng,88,3,0,04/01/98,Teaching Resources,{}
10852,McDougal Littell Science: Student Edition Grade 6 Earth Science 2006,McDougal Littell/Douglas W. Carnine,2,618615385,9.78062E+12,eng,972,3,0,04/12/05,McDougal Littel,
10528,The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dust,William Faulkner,4.05,706432088,9.78071E+12,eng,760,8,1,03/12/88,Octopus Books,
10854,The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,3.55,618497420,9.78062E+12,eng,0,3,0,10/14/2004,Mariner Books,{}
10855,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593358725,9.78159E+12,en-US,14,3,1,11/25/2004,Brilliance Audio,
10856,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593354746,9.78159E+12,eng,14,3,2,06/10/04,Brilliance Audio,"{''Fiction'',''Snipers'',''Americans'',''Fiction''}"
10857,Double Image,David Morrell,3.55,2253172286,9.78225E+12,fre,510,3,1,04/10/02,Le Livre de Poche,"{''Photographers'',''Fiction''}"
10858,Hot Springs (Earl Swagger  #1),Stephen Hunter/Jay O. Sanders,4.13,743500261,9.78074E+12,eng,0,3,0,06/01/00,Simon & Schuster Audio,{}
10859,The Climb (Everest Trilogy),Gordon Korman,3.9,061358466X,9.78061E+12,eng,151,3,0,07/01/02,Turtleback Books,
10860,Juneau and Sauk Counties: 1850-2000 (Images of America: Wisconsin),Jacqueline Ann/Sheila Z.,2.67,738519383,9.78074E+12,eng,128,3,0,03/05/02,Arcadia Publishing,{}
10861,Candide,Voltaire/Mona Mulhair,3.77,743280547,9.78074E+12,fre,286,3,1,10/01/05,Kaplan,"{''Library'',''Vida'',''Civilization'',''Optimism'',''Fiction'',''Readers'',''Nonfiction'',''Histoire'',''Edema'',''Humor'',''Frans'',''Readers'',''Histoire'',''Philosophy'',''Lifestyles'',''Bildungsromans'',''Happiness'',''Chinese'',''Novela'',''Philosophy''}"
10862,Conversations with Kurt Vonnegut,William Rodney Allen/Kurt Vonnegut Jr.,4.05,878053573,9.78088E+12,en-US,305,3,1,01/01/88,University Press of Mississippi,"{''Authorship'',''Interviews''}"
10529,CliffsNotes on Faulkner's Absalom  Absalom!,James Lamar Roberts/CliffsNotes,3.12,822001101,9.78082E+12,eng,64,8,1,2/28/1964,Cliffs Notes,{}
10864,C++ Programmer's Notebook,Jim Keogh/John Shapley Gray,3,130887013,9.78013E+12,eng,528,3,0,8/16/2001,Prentice Hall PTR,{}
10865,The Works and Days/Theogony,Hesiod,3.75,1419188518,9.78142E+12,eng,48,3,0,6/17/2004,Kessinger Publishing,{'Poetry'}
10866,On Vital Reserves,William  James/Stephen Vicchio,4.5,870611518,9.78087E+12,eng,58,3,1,04/01/88,Christian Classics,{}
10534,Weg der Träume,Nicholas Sparks/Maja Ueberle-Pfaff,4.03,3453861906,9.78345E+12,ger,352,8,2,04/01/03,Heyne,
10868,Un nuevo amanecer,Sandra Brown/Delia Mateovich,3.98,1400001048,9.7814E+12,spa,560,3,1,1/22/2002,Plaza y Janes,{}
10869,The Art of Loving by Erich Fromm: A True Story of a Japanese Woman,Lala Okamoto,1.67,4990327500,9.78499E+12,eng,227,3,2,10/31/2006,Intercultural Publishing,
10870,鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,4.6,9861156534,9.78986E+12,zho,188,3,0,3/23/2005,東立,{'Fiction'}
10871,The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,4,1885586426,9.78189E+12,eng,85,3,1,11/01/06,Helen Marx Books,{}
10872,The Ties That Bind: Life's Most Essential Knots and Ties,Susan Oliver/Harry   Bates,3.67,1584793821,9.78158E+12,eng,80,3,1,10/26/2004,Harry N. Abrams,{'Ropework'}
10536,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,4.25,1570715831,9.78157E+12,eng,144,8,2,12/01/00,Sourcebooks,{}
10874,The Humor of the American Cowboy,Stan Hoig/Nick Eggenhofer,3.43,803273592,9.7808E+12,eng,200,3,1,07/01/06,Bison Books,"{''Humor'',''Cowboys''}"
10537,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau/Barry M. Andrews,4.75,1558964908,9.78156E+12,eng,304,8,2,10/07/05,Skinner House Books,{}
10875,The White House (Symbols of America),Debra Hess,4,761417125,9.78076E+12,eng,40,3,2,01/01/04,Cavendish Square Publishing,{'Buildings'}
5332,Gatsby's Girl,Caroline Preston,3.54,618537252,9.78062E+12,en-US,312,863,121,05/01/06,Houghton Mifflin Harcourt,{}
10539,Clave Red Rabbit (Jack Ryan  #2),Tom Clancy/Enric Tremps,3.67,8408065068,9.78841E+12,spa,720,8,0,02/01/06,Planeta Publishing,"{''Suspense'',''Thrillers'',''Fiction'',''Assassination'',''Americans'',''Suspense''}"
10878,The Brothers Karamazov,Fyodor Dostoyevsky/Thomas R. Beyer Jr./Simon Vance,4.32,1596440783,9.7816E+12,eng,16,3,1,05/01/05,Hovel Audio,"{''Literature'',''Teologia'',''Brothers'',''Littérature'',''Fiction'',''Literary'',''Indexes''}"
10541,Joy Within,Joan Goldstein/Manuela Soares,4.38,671763792,9.78067E+12,en-US,144,8,3,11/15/1990,Simon  Schuster,{'Joy'}
10545,Libra,Don DeLillo/Michel Courtois-Fourcy,3.99,2742731105,9.78274E+12,fre,656,8,1,01/01/01,Babel,"{''Assassination'',''Assassination'',''Assassinat''}"
10881,Encuentro en el Ártico (Artemis Fowl  #2),Eoin Colfer,3.95,8497939212,9.7885E+12,spa,344,3,0,03/08/06,Debolsillo,"{''Leprechauns'',''Kidnapping'',''Sprookjesfiguren'',''Magia'',''Fairies''}"
10882,Marilyn Manson: The Lonely Watchman,Richard D. Nelson,4,1597818704,9.7816E+12,eng,224,3,0,2/18/2006,Xulon Press,
10883,Turn of the Cards,Georgina Grey,3,449239691,9.78045E+12,eng,0,3,1,05/12/79,Fawcett Coventry,
10546,Once Said Darlene,William Sleator/Steven Kellogg,3.62,525364102,9.78053E+12,eng,55,8,0,3/22/1979,Dutton Books,{}
10552,Elric of Melnibone: Bright Shadows,Charles  Green/Richard Ford/Pascal Quidault,4,1905850581,9.78191E+12,eng,98,8,0,04/01/08,Mongoose Publishing,
10886,Starting Over (Sweet Valley High  #33),Francine Pascal/Kate William,3.35,553274910,9.78055E+12,eng,153,3,0,12/01/86,Bantam Books,{}
10559,Isabel: Princesa De Castilla  España  1466,Carolyn Meyer/Carme Camps Monf,3.71,8478886745,9.78848E+12,spa,184,8,0,10/03/01,Salamandra,"{''Fiction'',''History''}"
