bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,subject
1570,Night Over Water,Ken Follett,3.82,451211472,9.78E+12,eng,448,14545,652,04/06/04,NAL,"{'Romance', 'Romance', 'Aventures'}"
1571,Up Country,Nelson DeMille,4.02,446611913,9.78E+12,eng,880,14537,702,04/01/03,Vision,"{'Mystery', 'Mystery', 'Investigation', 'Mystery'}"
1572,Deep Six (Dirk Pitt  #7),Clive Cussler,3.9,1416516859,9.78E+12,en-US,535,14501,241,01/01/06,Pocket Books,{'Presidents'}
1573,The Gun Seller,Hugh Laurie,3.68,067102082X,9.78E+12,eng,340,14495,1434,10/01/98,Washington Square Press,{'Fiction'}
1574,Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara/Michelle Sagara West,3.79,373802544,9.78E+12,eng,507,14477,868,07/01/05,Luna,"{'Fantasy', 'Murder'}"
1575,Skin Tight (Mick Stranahan  #1),Carl Hiaasen,3.96,446695696,9.78E+12,en-US,420,14475,571,04/12/05,Warner Books (NY),{}
1576,The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,4.2,842361936,9.78E+12,eng,400,14475,194,10/01/05,Tyndale House Publishers,"{'Literature', 'Fiction'}"
1577,The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),David Eddings,4.28,345456327,9.78E+12,eng,644,14418,385,8/27/2002,Del Rey Books,{}
1578,Forever Amber,Kathleen Winsor,3.99,141009829,9.78E+12,eng,972,14409,849,7/25/2002,Penguin,"{'Fiction', 'Women', 'Histoire', 'Histoire', 'Women'}"
1579,The Other Wind (Earthsea Cycle  #6),Ursula K. Le Guin/Samuel Roukin,4.12,044101125X,9.78E+12,eng,211,14393,635,9/30/2003,Ace Books,{'Magic'}
1580,One  Two  Buckle My Shoe (Hercule Poirot  #23),Agatha Christie/Hugh Fraser,3.76,1572703857,9.78E+12,eng,0,14388,411,3/16/2004,HarperCollins Publishers,"{'Dentists', 'Police', 'Détectives', 'Police'}"
1581,The Man Who Smiled (Kurt Wallander #4),Henning Mankell/Laurie Thompson,3.93,1565849930,9.78E+12,eng,325,14322,521,9/19/2006,The New Press,"{'Fiction', 'Policía', 'Mystery'}"
1582,The Greatest Generation,Tom Brokaw,4.01,812975294,9.78E+12,eng,464,14233,914,05/01/01,Random House Trade Paperbacks,"{'Nonfiction', 'Biography'}"
1583,Great Expectations,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,141439564,9.78E+12,eng,512,14228,668,12/31/2002,Penguin Books,"{'Bildungsromans', 'Bildungsromans', 'Orphans', 'Fiction', 'Roman', 'Newspapers', 'Pirates', 'Benefactors', 'Fiction', 'Manuscripts'}"
1584,The Legend of Luke (Redwall  #12),Brian Jacques,4,142501093,9.78E+12,eng,374,14205,144,06/02/05,Firebird,"{'Mice', 'Shrews', 'Fiction', 'Otters', 'Foxes', 'Badgers', 'Otters', 'Dolphins', 'Squirrels', 'Voles', 'Animals', 'Squirrels', 'Animals'}"
1585,Fear and Trembling,Søren Kierkegaard/Alastair Hannay,4,143037579,9.78E+12,eng,160,14185,559,5/30/2006,Penguin Books,"{'Philosophy', 'Geloof', 'Sin', 'Christianity', 'Pecado', 'Gehoorzaamheid', 'Geloof'}"
1586,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.97,1570625190,9.78E+12,eng,366,14183,398,01/04/00,Shambhala,"{'Philosophie', 'Philosophy', 'Philosophy', 'Textbooks', 'Philosophy'}"
1587,Sam Walton: Made In America,Sam Walton/John Huey,4.15,553562835,9.78E+12,eng,346,14157,610,06/01/93,Bantam,"{'History', 'Biography'}"
1588,Crow Lake,Mary Lawson,3.88,385337639,9.78E+12,eng,324,14109,1591,1/13/2003,Dial Press Trade Paperback,{'Fiction'}
1589,On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,142003255,9.78E+12,eng,326,14108,428,09/02/03,Penguin Books,{'Fiction'}
1590,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,030723827X,9.78E+12,eng,256,14103,74,04/04/06,Clarkson Potter,"{'Nurition', 'Family', 'Family'}"
1591,Relativity: The Special and the General Theory,Albert Einstein/Nigel Calder/Robert W. Lawson,4.18,143039822,9.78E+12,eng,130,14068,344,7/25/2006,Penguin Classics,"{'SCIENCE', 'Science'}"
1592,The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr./Clayborne Carson,4.35,446676500,9.78E+12,eng,400,14025,547,01/01/01,Grand Central Publishing,"{'History', 'Burgerrechten', 'Autobiografie', 'Autobiografie'}"
1593,Pebble in the Sky (Galactic Empire #3),Isaac Asimov,3.88,553293427,9.78E+12,eng,308,14022,452,12/01/91,Bantam,{'Fiction'}
1594,Shock Wave (Dirk Pitt  #13),Clive Cussler,4.02,743449673,9.78E+12,eng,537,14019,260,01/01/96,Downtown Press,
1595,The Unabridged Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31,385720254,9.78E+12,eng,732,14009,483,10/17/2000,Anchor,{}
1596,The Wish List,Eoin Colfer,3.77,439443369,9.78E+12,eng,252,13988,589,07/01/04,Scholastic Inc.,{'Fiction'}
1597,The Enormous Crocodile,Roald Dahl/Quentin Blake,3.78,142302457,9.78E+12,eng,32,13986,525,3/24/2003,Puffin,"{'Crocodiles', 'Fiction'}"
1598,The Da Vinci Code,Dan Brown,3.84,1400079179,9.78E+12,eng,489,13934,1459,3/28/2006,Anchor,"{'thrillers', 'Fiction', 'Occultisme', 'Occultisme', 'Aventures', 'thrillers', 'Mord', 'Cryptography', 'Grial', 'Appreciation', 'Grail', 'Occultisme'}"
1599,Pnin,Vladimir Nabokov/David Lodge,3.9,1400041988,9.78E+12,eng,143,13925,848,04/06/04,Everyman's Library,{'Fiction'}
1600,Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay,3.93,198245971,9.78E+12,eng,640,13920,248,11/30/1976,Oxford University Press,"{'Metaphysics', 'Geist', 'Philosophie', 'Geist', 'Consciousness', 'Esprit', 'Conscience', 'Geist', 'Religion', 'Religion'}"
1601,The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,4.29,186046095X,9.78E+12,eng,341,13919,526,12/26/1999,Harvill Press,{'Fiction'}
1602,Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,3.83,425213102,9.78E+12,eng,214,13896,537,12/05/06,Berkley Books,{'Fiction'}
1603,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,4,1400078393,9.78E+12,eng,319,13891,628,01/03/06,Vintage,{'Optimism'}
1604,The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),Diana Wynne Jones,4.21,006447268X,9.78E+12,en-US,598,13864,391,04/10/07,Greenwillow Books,"{'Magic', 'Fantasy', 'Fiction'}"
1605,The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,Al Ries/Jack Trout,4.05,887306667,9.78E+12,en-US,143,13851,462,4/27/1994,Harper Business,{'Marketing'}
1606,The Books of Magic,Neil Gaiman/John Bolton/Scott Hampton/Charles Vess/Paul Johnson/Roger Zelazny,4.08,1563890828,9.78E+12,eng,200,13850,481,4/14/1993,Vertigo,{'Occultism'}
1607,The Metamorphosis  In the Penal Colony  and Other Stories: The Great Short Works of Franz Kafka,Franz Kafka,4.04,684800705,9.78E+12,eng,352,13846,193,5/22/2000,Scribner,{}
1608,The Black Tower (Adam Dalgliesh #5),P.D. James,4,743219619,9.78E+12,eng,352,13801,335,10/02/01,Scribner,{}
1609,Gossamer,Lois Lowry,3.9,618685502,9.78E+12,eng,144,13788,1554,4/24/2006,HMH Books for Young Readers,"{'Dreams', 'Dreams', 'Nightmares', 'Nightmares'}"
1610,Time and Again (Time  #1),Jack Finney,3.96,575073608,9.78E+12,eng,399,13760,1624,05/01/12,Orion Publishing Group,"{'History', 'Fiction', 'Fiction'}"
1611,Fables: 1001 Nights of Snowfall,Bill Willingham/Esao Andrews/John Bolton/Mark Buckingham/James Jean/Derek Kirk Kim/Tara  McPherson/Jill Thompson/Mark Wheatley/Michael Wm. Kaluta/Charles Vess/Brian Bolland,4.14,1401203671,9.78E+12,eng,140,13759,538,10/18/2006,Vertigo,"{'Legends', 'Legends', 'Adaptations'}"
1612,Civil Disobedience and Other Essays,Henry David Thoreau,4.06,1420925229,9.78E+12,eng,188,13736,189,01/01/05,Digireads.com,
1613,Forest Mage (Soldier Son  #2),Robin Hobb,3.39,60757639,9.78E+12,eng,718,13716,393,8/29/2006,Harper Voyager,"{'Soldiers', 'Fiction'}"
1614,Alvin Journeyman (Tales of Alvin Maker  #4),Orson Scott Card,3.73,312850530,9.78E+12,en-US,381,13694,231,12/01/05,Tor Books,"{'Fantasy', 'History', 'Novela'}"
1615,What Was She Thinking? {Notes on a Scandal},Zoë Heller,3.71,312421990,9.78E+12,eng,258,13674,1166,06/01/04,Picador,"{'Fiction', 'Loneliness'}"
1616,Blueberry Muffin Murder (Hannah Swensen  #3),Joanne Fluke,3.87,1575667223,9.78E+12,eng,310,13669,694,02/01/03,Kensington,{'bakery'}
1617,A Civil Action,Jonathan Harr,3.97,679772677,9.78E+12,eng,512,13628,754,8/27/1996,Vintage,"{'Milieuverontreiniging', 'Zivilprozess'}"
1618,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,4,312291450,9.78E+12,eng,344,13622,731,8/24/2002,L.A. Weekly Books,{}
1619,Identity,Milan Kundera/Linda Asher,3.68,60930314,9.78E+12,eng,168,13601,611,4/21/1999,Harper Perennial,{'Fiction'}
1620,Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,4.04,345452887,9.78E+12,eng,560,13592,897,08/03/04,Ballantine Books,{}
1621,Tractatus Logico-Philosophicus,Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell,4.07,415254086,9.78E+12,eng,142,13578,404,09/01/01,Routledge Classics,"{'PHILOSOPHY', 'Philosophie', 'PHILOSOPHY', 'Logica'}"
1622,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.04,068482471X,9.78E+12,eng,588,13563,235,06/12/96,Simon  Schuster,{}
1623,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,486287599,9.78E+12,eng,64,13562,141,02/02/96,Dover Publications,{}
1624,Blowback (Scot Harvath  #4),Brad Thor,4.18,1416505415,9.78E+12,eng,575,13546,371,06/01/06,Pocket Books,"{'Americans', 'Americans', 'Prevention'}"
1625,Malgudi Days,R.K. Narayan/Jhumpa Lahiri,4.21,143039652,9.78E+12,eng,264,13518,473,11/02/06,Penguin Classics,"{'India', 'fiction'}"
1626,Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,3.75,1572705647,9.78E+12,eng,196,13515,368,12/07/06,AudioGO,"{'Ficción', 'Belgians'}"
1627,Sentimental Education,Gustave Flaubert/Robert Baldick/Geoffrey Wall,3.83,140447970,9.78E+12,eng,460,13499,388,02/05/04,Penguin Classics,"{'Fiction', 'History', 'Fiction'}"
1628,The Consolations of Philosophy,Alain de Botton,4.01,679779175,9.78E+12,en-US,265,13499,812,04/03/01,Vintage,{}
1629,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,4.04,60556579,9.78E+12,eng,405,13491,506,4/29/2003,Harper Perennial (HarperCollins),{}
1630,Death Note  Vol. 9: Contact (Death Note  #9),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,4.21,1421506300,9.78E+12,eng,193,13472,363,01/02/07,VIZ Media LLC,"{'Death', 'Students'}"
1631,QED: The Strange Theory of Light and Matter,Richard P. Feynman,4.24,691024170,9.78E+12,eng,158,13463,320,10/21/1988,Princeton University Press,{'Photons'}
1632,Darkest Fear (Myron Bolitar  #7),Harlan Coben,4.05,752849190,9.78E+12,eng,354,13462,583,11/08/08,Dell,"{'Transplantation', 'Bones', 'Transplantation', 'Suspense', 'Transplantation'}"
1633,L'Étranger,Albert Camus,3.98,2070360024,9.78E+12,fre,184,13454,765,03/02/00,Gallimard,"{'Life', 'Ficción', 'Argelia', 'Psychological', 'Death', 'Ficción', 'Ficción', 'Todesstrafe', 'History'}"
1634,In the Forests of the Night,Amelia Atwater-Rhodes,3.87,440228166,9.78E+12,eng,147,13452,508,02/02/00,Laurel Leaf Library,{}
1635,The Last Full Measure (The Civil War Trilogy  #3),Jeff Shaara,4.24,345434811,9.78E+12,eng,640,13438,314,05/02/00,Ballantine Books,{'History'}
1636,Pastoralia,George Saunders,4.11,747553866,9.78E+12,eng,188,13431,931,09/08/01,Bloomsbury Publishing,{}
1637,River of Blue Fire (Otherland  #2),Tad Williams,4.02,886778441,9.78E+12,eng,675,13383,235,09/01/99,Daw Books,"{'Epic', 'Epic'}"
1638,Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.97,449911942,9.78E+12,eng,608,13361,395,8/27/1996,Random House Trade,"{'Fiction', 'Fiction'}"
1639,Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,4.41,1563895684,9.78E+12,eng,144,13360,193,09/01/99,Vertigo,"{'Fiction', 'Presidents'}"
1640,Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle  #2),Betty MacDonald/Alexandra Boiger,4.16,64401510,9.78E+12,eng,192,13359,236,8/14/2007,HarperCollins,"{'Fantasy', 'Behavior'}"
1641,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94,192835882,9.78E+12,eng,178,13358,199,9/17/1998,Oxford University Press,{}
1642,Brave New World,Aldous Huxley,3.99,60850523,9.78E+12,eng,259,13353,1286,10/17/2006,HarperCollins,"{'Capitalism', 'Totalitarianism', 'Ciencia', 'Dystopian', 'Propaganda', 'Gesellschaft', 'Utopias', 'Dystopian', 'Fiction', 'Dystopian', 'Culture', 'London', 'London'}"
1643,Blink,Ted Dekker,4.17,849945119,9.78E+12,eng,400,13334,502,10/11/04,Thomas Nelson,{'Fiction'}
1644,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,4.39,1563896273,9.78E+12,eng,133,13331,146,09/01/00,Vertigo,"{'Antiheroes', 'Journalists', 'Journalists'}"
1645,Manhunting,Jennifer Crusie,3.77,373772513,9.78E+12,eng,328,13317,697,1/30/2007,HQN,{}
1646,Olympos (Ilium  #2),Dan Simmons,3.94,380817934,9.78E+12,eng,891,13300,484,7/25/2006,Harper Voyager,{'Fiction'}
1647,Mountain of Black Glass (Otherland  #3),Tad Williams,4.05,886779065,9.78E+12,eng,749,13265,163,09/12/00,Daw Books,{'Fiction'}
1648,The Pleasure of My Company,Steve Martin,3.78,786888016,9.78E+12,eng,176,13257,1240,10/06/04,Hachette Books,{}
1649,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,394758269,9.78E+12,eng,265,13233,570,08/12/92,Vintage Crime/Black Lizard,"{'General', 'General'}"
1650,Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,3.83,140436146,9.78E+12,eng,830,13212,394,11/25/1999,Penguin Classics,"{'Avarice', 'History', 'Avarice', 'Travel', 'Caregivers'}"
1651,Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,4.02,312890176,9.78E+12,eng,413,13211,883,10/15/1994,Orb Books,"{'medieval', 'fantasy', 'execution', 'torture'}"
1652,Return (Redemption  #3),Karen Kingsbury/Gary Smalley,4.45,842382895,9.78E+12,eng,384,13180,288,09/01/03,Tyndale House Publishers,{}
1653,House Harkonnen (Prelude to Dune #2),Brian Herbert/Kevin J. Anderson,3.67,553580302,9.78E+12,eng,733,13161,206,8/28/2001,Spectra Books,{'Literature'}
1654,The Phantom Menace (Star Wars: Novelizations  #1),Terry Brooks/George Lucas,3.57,99409968,9.78E+12,eng,336,13158,455,03/02/00,Arrow,{}
1655,Lost,Gregory Maguire/Douglas Smith,2.82,60988649,9.78E+12,eng,340,13152,904,9/17/2002,William Morrow Paperbacks,{'Americans'}
1656,A Bend in the River,V.S. Naipaul,3.77,330487140,9.78E+12,eng,326,13147,690,05/10/02,Picador USA,{}
1657,Carrie / 'Salem's Lot / The Shining,Stephen King,4.54,517219026,9.78E+12,eng,1096,13137,61,07/02/02,Wings,{'Ghost'}
1658,Basket Case,Carl Hiaasen,3.82,446695645,9.78E+12,eng,400,13125,743,02/01/05,Grand Central Publishing,"{'Thriller', 'Murder', 'Murder', 'Investigation'}"
1659,Dispatches,Michael Herr,4.23,679735259,9.78E+12,eng,260,13108,795,08/06/91,Vintage,{}
1660,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.04,039484484X,9.78E+12,eng,56,13097,324,12/09/89,Random House Books for Young Readers,"{'Gold', 'Fiction', 'Castles', 'Obedience', 'Magic', 'Sombreros', 'Obedience'}"
1661,Strangers on a Train,Patricia Highsmith,3.78,393321983,9.78E+12,eng,256,13041,1208,8/28/2001,W. W. Norton & Company,{'Murderers'}
1662,Anil's Ghost,Michael Ondaatje,3.57,375724370,9.78E+12,eng,311,13022,1013,4/24/2001,Vintage,"{'Dead', 'Dead', 'Morts', 'Dead'}"
1663,True Evil,Greg Iles,4.09,743292499,9.78E+12,eng,512,13021,781,12/12/06,Scribner Book Company,{'Sisters'}
1664,All Tomorrow's Parties (Bridge  #3),William Gibson,3.91,425190447,9.78E+12,eng,339,13020,316,02/04/03,Berkley Books,"{'postcyberpunk', 'Reality'}"
1665,Weetzie Bat (Weetzie Bat  #1),Francesca Lia Block,3.74,60736259,9.78E+12,eng,128,13013,1025,07/06/04,HarperTeen,"{'Tiger', 'Folklore'}"
1666,The Sea  The Sea,Iris Murdoch/Mary Kinzie,3.92,014118616X,9.78E+12,eng,528,13010,771,03/01/01,Penguin Books Ltd,"{'Fiction', 'Solitude'}"
1667,The Flanders Panel,Arturo Pérez-Reverte/Margaret Jull Costa,3.79,156029588,9.78E+12,eng,295,12998,589,06/07/04,Mariner Books,"{'Romans', 'Art', 'Art', 'Ficción', 'Art', 'Chess'}"
1668,Brave New World Revisited,Aldous Huxley,3.95,60898526,9.78E+12,eng,123,12989,740,09/05/06,Harper Perennial Modern Classics,"{'Propagande', 'Nonfiction', 'Totalitarismus', 'Gesellschaft', 'Brainwashing', 'Fiction', 'Culture', 'Liberty'}"
1669,The Amateur Marriage,Anne Tyler,3.62,345472454,9.78E+12,eng,342,12986,1112,1/31/2006,Ballantine Books,"{'Matrimonio', 'Matrimonio'}"
1670,The Nose,Nikolai Gogol/Kevin Hawkes,3.89,688104649,9.78E+12,eng,31,12968,446,9/29/1994,HarperCollins Publishers,
1671,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,3.97,812508645,9.78E+12,en-US,402,12940,894,03/01/16,Tor Books,{'Spanish'}
1672,Frankenstein  or the Modern Prometheus,Mary Wollstonecraft Shelley/Margaret Brantley,3.79,743487583,9.78E+12,eng,324,12897,780,05/01/04,Pocket Books,"{'Monsters', 'Authors', 'Readers', 'Monsters', 'Scientists', 'Monstrous', 'Travel'}"
1673,Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa/Akira Watanabe,4.56,1421501759,9.78E+12,eng,200,12885,208,01/10/06,VIZ Media LLC,"{'Alchemy', 'Fiction'}"
1674,A Pale View of Hills,Kazuo Ishiguro,3.74,571225373,9.78E+12,eng,183,12858,1036,03/03/05,Faber and Faber,"{'History', 'Psychology', 'Psychology'}"
1675,Story of O (Story of O #1),Pauline Réage/Sabine d'Estree,3.32,345301110,9.78E+12,eng,199,12840,997,05/12/81,Ballantine Books,{'BDSM'}
1676,The Stories of Eva Luna,Isabel Allende,3.97,743217187,9.78E+12,eng,352,12839,375,11/13/2001,Scribner,"{'Readers', 'Fiction'}"
1677,On the Night You Were Born,Nancy Tillman,4.36,312346069,9.78E+12,en-US,32,12837,505,10/17/2006,Feiwel & Friends,"{'Nature', 'Birth', 'Individuality', 'Nature'}"
1678,Lemon Meringue Pie Murder (Hannah Swensen  #4),Joanne Fluke,3.87,758215045,9.78E+12,eng,352,12820,637,02/01/04,Kensington,{}
1679,CivilWarLand in Bad Decline,George Saunders,4.22,99595818,9.78E+12,eng,179,12813,986,02/06/97,Vintage,{'fiction'}
1680,Broken Prey (Lucas Davenport  #16),John Sandford,4.18,425204308,9.78E+12,eng,481,12808,453,05/02/06,Berkley,"{'Suspense', 'FICTION', 'Meurtre', 'Murder'}"
1681,Prophet,Frank E. Peretti,3.94,1581345267,9.78E+12,en-US,416,12789,221,03/11/04,Crossway Books,"{'Fiction', 'Integrity'}"
1682,Girls' Night In,Lauren Henderson/Chris Manby/Sarah Mlynowski/Jill A. Davis/Stella Duffy/Lisa Jewell/Marian Keyes/Sophie Kinsella/Adèle Lang/Carole Matthews/Anna Maxted/Megan McCafferty/Alisa Valdes/Isabel Wolff/Meg Cabot/Jessica Adams/Louise Bagshawe/Emily Barr/Jenny Colgan/Lynda Curnyn/Jennifer Weiner,3.63,373250746,9.78E+12,eng,325,12765,185,8/25/2004,Red Dress Ink,{'Fiction'}
1683,The Twelve Caesars,Suetonius/Michael Grant/Robert Graves,4.05,140449213,9.78E+12,eng,363,12764,376,05/06/03,Penguin Classics,"{'History', 'Biography', 'Histoire', 'Empereurs'}"
1684,God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84,743422007,9.78E+12,eng,80,12754,558,5/22/2001,Washington Square Press,{'Death'}
1685,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,345479173,9.78E+12,en-US,384,12748,948,12/28/2004,Ballantine Books,"{'Biography', 'General', 'Nonfiction', 'Administración', 'Businessmen', 'Leadership', 'Motivational', 'Businesspeople'}"
1686,The City of Falling Angels,John Berendt,3.54,143036939,9.78E+12,eng,414,12741,1494,9/26/2006,Penguin Books,"{'Archives', 'Nonfiction'}"
1687,The Brothers K,David James Duncan,4.38,055337849X,9.78E+12,eng,645,12703,1665,06/01/96,Dial Press Trade Paperback,{'Brothers'}
1688,Sexing the Cherry,Jeanette Winterson,3.81,802135781,9.78E+12,eng,167,12684,627,08/10/98,Grove Press,"{'Giants', 'History'}"
1689,Exit to Eden,Anne Rampling/Anne Rice,3.58,727853414,9.78E+12,eng,336,12646,323,4/24/1998,Severn House Publishers,{}
1690,Transmetropolitan  Vol. 7: Spider's Thrash,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky,4.32,1563898942,9.78E+12,eng,144,12633,88,11/01/02,Vertigo,"{'Fiction', 'Presidents', 'Presidents'}"
1691,Uzumaki: Spiral into Horror  Vol. 1,Junji Ito/伊藤潤二,4.32,1569317143,9.78E+12,eng,208,12618,774,10/06/01,Viz Media,
1692,100 Love Sonnets,Pablo Neruda/Stephen Tapscott,4.39,292760280,9.78E+12,eng,232,12613,392,01/01/86,University of Texas Press,{}
1693,Poetics,Aristotle/Malcolm Heath,3.82,140446362,9.78E+12,eng,144,12610,486,9/26/1996,Penguin Classics,"{'Poetics', 'Poetics', 'Poetik', 'Aristotle', 'Technique', 'Aesthetics', 'Drama', 'Technique', 'Sublime', 'Tragédie', 'Poétique', 'Comedy', 'Aesthetics', 'Music'}"
1694,Stormy Weather,Carl Hiaasen,3.95,446677167,9.78E+12,en-US,388,12609,696,03/01/01,Grand Central Publishing,"{'Hurricanes', 'Cyclones', 'Honeymoons', 'Hurricanes'}"
1695,Armageddon's Children (Genesis of Shannara  #1),Terry Brooks,4.1,345484088,9.78E+12,eng,371,12609,524,9/30/2006,Ballantine Books,"{'Fantasy', 'Armageddon', 'Fiction'}"
1696,Billy Budd  Sailor,Herman Melville,3.12,1416523723,9.78E+12,eng,160,12599,687,08/01/06,Simon  Schuster,{'classics'}
1697,The Lord God Made Them All,James Herriot,4.42,312966202,9.78E+12,eng,373,12580,197,9/15/1998,St. Martin's Paperbacks,"{'Biography', 'Biography'}"
1698,Dawn (The Night Trilogy  #2),Elie Wiesel/Frances Frenaye,3.87,809037726,9.78E+12,eng,81,12576,975,3/21/2006,Hill & Wang,{'Murder'}
1699,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,4.31,020161622X,9.78E+12,eng,321,12563,699,10/30/1999,Addison-Wesley Professional,"{'Projectmanagement', 'Beroepskwalificaties', 'Beroepskwalificaties'}"
1700,Stand on Zanzibar,John Brunner,3.96,1857988361,9.78E+12,eng,672,12560,387,08/12/99,Gollancz,{}
1701,Close Range,Annie Proulx,3.99,684852225,9.78E+12,eng,285,12555,799,02/10/00,Scribner,{'Fiction'}
1702,Slammerkin,Emma Donoghue,3.71,156007479,9.78E+12,eng,410,12551,1251,05/01/02,Mariner Books,"{'History', 'Women', 'Murder', 'Women'}"
1703,Rejoice (Redemption  #4),Karen Kingsbury/Gary Smalley,4.46,84386874,9.78E+12,eng,344,12550,201,3/22/2004,Tyndale House Publishers,{}
1704,The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,3.74,553293435,9.78E+12,eng,304,12547,424,12/01/91,Spectra,{'Imperialism'}
1705,The List,Steve Martini,3.96,515121495,9.78E+12,eng,451,12534,141,12/01/97,Jove,{}
1706,The Matlock Paper,Robert Ludlum,3.88,752858637,9.78E+12,eng,352,12533,80,8/24/2005,Orion Books,{}
1707,Getting Rid of Bradley,Jennifer Crusie,3.71,1551668653,9.78E+12,eng,248,12528,596,10/25/2001,MIRA,{'Romance'}
1708,Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,4.13,1416510877,9.78E+12,eng,352,12509,340,02/07/06,Gallery Books,{}
1709,Reunion (Redemption  #5),Karen Kingsbury/Gary Smalley,4.5,842386882,9.78E+12,en-US,400,12509,271,07/01/04,Tyndale House Publishers,"{'Adoption', 'Fiction'}"
1710,Cherry Cheesecake Murder (Hannah Swensen  #8),Joanne Fluke,3.91,758202954,9.78E+12,eng,382,12503,532,02/01/07,Kensington Publishing Corporation,{'bakery'}
1711,Homo Faber,Max Frisch,3.74,156421356,9.78E+12,eng,228,12491,267,05/01/94,Mariner Books,"{'Voyage', 'Travel', 'Travel', 'Fiction'}"
1712,Our Band Could Be Your Life: Scenes from the American Indie Underground  1981-1991,Michael Azerrad,4.18,316787531,9.78E+12,eng,522,12472,573,07/02/02,Back Bay Books,{}
1713,She Went All the Way,Meg Cabot,3.7,60085444,9.78E+12,eng,357,12470,441,12/03/02,Avon,{'Fiction'}
1714,Death Note  Vol. 10: Deletion (Death Note  #10),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,4.22,142151155X,9.78E+12,eng,188,12461,325,03/06/07,VIZ Media LLC,"{'Detectives', 'Manga'}"
1715,The Third Policeman,Flann O'Brien/Denis Donoghue,4.01,156478214X,9.78E+12,eng,200,12452,1179,03/01/99,Dalkey Archive Press,{'Murder'}
1716,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,3.8,743406567,9.78E+12,eng,288,12448,526,05/01/02,Scribner,{}
1717,Selected Poems,E.E. Cummings/Richard S. Kennedy,4.22,871401541,9.78E+12,eng,208,12438,264,8/17/2007,Liveright,{}
1718,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,4.09,465016901,9.78E+12,eng,144,12436,619,7/22/2008,Basic Books,"{'Infant', 'Psychoanalyse', 'Depression', 'Rehabilitation', 'Narcissism'}"
1719,My Year of Meats,Ruth Ozeki,3.96,140280464,9.78E+12,eng,366,12431,1330,03/01/99,Penguin Books,{'Rindfleisch'}
